brand,brand_url,model,repair_type,repair_name,price,repair_name_clean,source_score,device_name,device_clean,repair_clean,device_score,repair_score,price_clean,median_price,is_outlier,match_score,final_score,device_standard,repair_standard
Samsung,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-x-cover-4s-marseille,samsung,Batterie,battery,50.32,batterie,0.5,samsung,samsung,battery,1.0,1.0,50.32,34.74,False,1.2000000000000002,0.6000000000000001,samsung,battery
Samsung,www.phoneandcbd.com,samsung,Batterie,battery,60.11,batterie,0.5,samsung,samsung,battery,1.0,1.0,60.11,34.74,True,1.2000000000000002,0.0,samsung,battery
Samsung,www.phoneandcbd.com,samsung,Batterie,battery,60.11,batterie,0.5,samsung,samsung,battery,1.0,1.0,60.11,34.74,True,1.2000000000000002,0.0,samsung,battery
Samsung,www.phoneandcbd.com,samsung,Batterie,battery,60.11,batterie42,0.5,samsung,samsung,battery,1.0,1.0,60.11,34.74,True,1.2000000000000002,0.0,samsung,battery
Samsung,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-x-cover-4s-marseille,samsung,Batterie,battery,60.11,batterie,0.5,samsung,samsung,battery,1.0,1.0,60.11,34.74,True,1.2000000000000002,0.0,samsung,battery
Samsung,www.phoneandcbd.com,samsung,Batterie,battery,34.74,batterie,0.5,samsung,samsung,battery,1.0,1.0,34.74,34.74,False,1.2000000000000002,0.6000000000000001,samsung,battery
Samsung,www.phoneandcbd.com,samsung,Batterie,battery,34.74,batterie,0.5,samsung,samsung,battery,1.0,1.0,34.74,34.74,False,1.2000000000000002,0.6000000000000001,samsung,battery
Samsung,www.phoneandcbd.com,samsung,Batterie,battery,34.74,vibreur10,0.5,samsung,samsung,battery,1.0,1.0,34.74,34.74,False,1.2000000000000002,0.6000000000000001,samsung,battery
Samsung,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-x-cover-4s-marseille,samsung,Batterie,battery,34.74,batterie,0.5,samsung,samsung,battery,1.0,1.0,34.74,34.74,False,1.2000000000000002,0.6000000000000001,samsung,battery
Samsung,www.phoneandcbd.com,samsung,Batterie,battery,35.91,batterie,0.5,samsung,samsung,battery,1.0,1.0,35.91,34.74,False,1.2000000000000002,0.6000000000000001,samsung,battery
Samsung,www.phoneandcbd.com,samsung,Batterie,battery,35.91,batterie,0.5,samsung,samsung,battery,1.0,1.0,35.91,34.74,False,1.2000000000000002,0.6000000000000001,samsung,battery
Samsung,www.phoneandcbd.com,samsung,Batterie,battery,35.91,vitre tactile16,0.5,samsung,samsung,battery,1.0,1.0,35.91,34.74,False,1.2000000000000002,0.6000000000000001,samsung,battery
Samsung,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-x-cover-4s-marseille,samsung,Batterie,battery,35.91,batterie,0.5,samsung,samsung,battery,1.0,1.0,35.91,34.74,False,1.2000000000000002,0.6000000000000001,samsung,battery
